,unique_id,date,cutoff,demand,Naive,MA_1,MA_2,MA_3,MA_4,MA_5,MA_6,MA_7,MA_8,MA_9,MA_10,MA_11,MA_12,MA_13,MA_14,MA_15,MA_16,SES_1,SES_2,SES_3,SES_4,SES_5,SES_6,SES_7,SES_8,SES_9,SES_10,SES,Holt,Holt‑Winters
19,Demand Amoxicillin Fürth,2021-11-22,2021-10-25,406.0,423.0,423.0,381.5,386.0,393.75,383.8,383.16666,377.2857,372.875,370.1111,362.8,359.81818,354.83334,351.84616,348.2857,346.93332,340.9375,353.87943,370.7302,382.15686,389.01,393.9123,398.34515,403.11203,408.66827,415.265,423.0,388.42917,415.14734,458.95212
20,Demand Amoxicillin Fürth,2021-11-29,2021-11-22,424.0,406.0,406.0,437.0,425.33334,412.0,414.2,401.83334,400.85715,402.875,396.33334,394.7,389.9091,385.91666,383.0,376.85715,373.73334,369.125,374.5811,397.4799,409.20865,415.1645,418.1195,418.99445,418.10202,415.57867,411.5143,406.0,414.77234,421.6393,442.0786
21,Demand Amoxicillin Fürth,2021-12-06,2021-11-22,434.0,406.0,406.0,437.0,425.33334,412.0,414.2,401.83334,400.85715,402.875,396.33334,394.7,389.9091,385.91666,383.0,376.85715,373.73334,369.125,374.5811,397.4799,409.20865,415.1645,418.1195,418.99445,418.10202,415.57867,411.5143,406.0,414.77234,428.06564,461.76468
22,Demand Amoxicillin Fürth,2021-12-13,2021-11-22,454.0,406.0,406.0,437.0,425.33334,412.0,414.2,401.83334,400.85715,402.875,396.33334,394.7,389.9091,385.91666,383.0,376.85715,373.73334,369.125,374.5811,397.4799,409.20865,415.1645,418.1195,418.99445,418.10202,415.57867,411.5143,406.0,414.77234,433.21066,391.18448
23,Demand Amoxicillin Fürth,2021-12-20,2021-11-22,391.0,406.0,406.0,437.0,425.33334,412.0,414.2,401.83334,400.85715,402.875,396.33334,394.7,389.9091,385.91666,383.0,376.85715,373.73334,369.125,374.5811,397.4799,409.20865,415.1645,418.1195,418.99445,418.10202,415.57867,411.5143,406.0,414.77234,437.3299,496.80228
24,Demand Amoxicillin Fürth,2021-12-27,2021-12-20,505.0,391.0,391.0,422.5,426.33334,425.75,421.8,429.5,425.57144,418.875,419.33334,411.4,409.9091,410.5,405.3846,403.57144,399.46667,395.875,391.78622,412.61737,418.31857,418.29492,415.88248,412.23187,407.78223,402.7065,397.08875,391.0,418.43066,436.55276,461.90118
25,Demand Amoxicillin Fürth,2022-01-03,2021-12-20,428.0,391.0,391.0,422.5,426.33334,425.75,421.8,429.5,425.57144,418.875,419.33334,411.4,409.9091,410.5,405.3846,403.57144,399.46667,395.875,391.78622,412.61737,418.31857,418.29492,415.88248,412.23187,407.78223,402.7065,397.08875,391.0,418.43066,435.57114,455.6982
26,Demand Amoxicillin Fürth,2022-01-10,2021-12-20,482.0,391.0,391.0,422.5,426.33334,425.75,421.8,429.5,425.57144,418.875,419.33334,411.4,409.9091,410.5,405.3846,403.57144,399.46667,395.875,391.78622,412.61737,418.31857,418.29492,415.88248,412.23187,407.78223,402.7065,397.08875,391.0,418.43066,434.7857,470.03564
27,Demand Amoxicillin Fürth,2022-01-17,2021-12-20,539.0,391.0,391.0,422.5,426.33334,425.75,421.8,429.5,425.57144,418.875,419.33334,411.4,409.9091,410.5,405.3846,403.57144,399.46667,395.875,391.78622,412.61737,418.31857,418.29492,415.88248,412.23187,407.78223,402.7065,397.08875,391.0,418.43066,434.15723,467.71512
28,Demand Amoxicillin Fürth,2022-01-24,2022-01-17,433.0,539.0,539.0,510.5,483.0,488.5,469.0,466.5,461.85715,457.125,451.44446,453.1,448.45456,442.08334,440.6154,433.42856,430.86667,430.0,425.81345,460.42407,478.2388,490.75504,501.05515,510.11313,518.33154,525.89233,532.82623,539.0,490.23428,483.0816,502.2498
29,Demand Amoxicillin Fürth,2022-01-31,2022-01-17,491.0,539.0,539.0,510.5,483.0,488.5,469.0,466.5,461.85715,457.125,451.44446,453.1,448.45456,442.08334,440.6154,433.42856,430.86667,430.0,425.81345,460.42407,478.2388,490.75504,501.05515,510.11313,518.33154,525.89233,532.82623,539.0,490.23428,495.75717,474.03223
30,Demand Amoxicillin Fürth,2022-02-07,2022-01-17,451.0,539.0,539.0,510.5,483.0,488.5,469.0,466.5,461.85715,457.125,451.44446,453.1,448.45456,442.08334,440.6154,433.42856,430.86667,430.0,425.81345,460.42407,478.2388,490.75504,501.05515,510.11313,518.33154,525.89233,532.82623,539.0,490.23428,506.88263,459.91077
31,Demand Amoxicillin Fürth,2022-02-14,2022-01-17,419.0,539.0,539.0,510.5,483.0,488.5,469.0,466.5,461.85715,457.125,451.44446,453.1,448.45456,442.08334,440.6154,433.42856,430.86667,430.0,425.81345,460.42407,478.2388,490.75504,501.05515,510.11313,518.33154,525.89233,532.82623,539.0,490.23428,516.6475,501.65042
32,Demand Amoxicillin Fürth,2022-02-21,2022-02-14,460.0,419.0,419.0,435.0,453.66666,448.5,466.6,469.16666,463.2857,468.5,459.8889,459.3,457.0,454.25,450.53845,451.7857,448.46667,443.6875,433.2029,451.7369,451.96783,447.55707,442.00345,436.4621,431.3252,426.68463,422.55197,419.0,448.54556,478.06573,472.75308
33,Demand Amoxicillin Fürth,2022-02-28,2022-02-14,440.0,419.0,419.0,435.0,453.66666,448.5,466.6,469.16666,463.2857,468.5,459.8889,459.3,457.0,454.25,450.53845,451.7857,448.46667,443.6875,433.2029,451.7369,451.96783,447.55707,442.00345,436.4621,431.3252,426.68463,422.55197,419.0,448.54556,475.63077,408.7104
34,Demand Amoxicillin Fürth,2022-03-07,2022-02-14,487.0,419.0,419.0,435.0,453.66666,448.5,466.6,469.16666,463.2857,468.5,459.8889,459.3,457.0,454.25,450.53845,451.7857,448.46667,443.6875,433.2029,451.7369,451.96783,447.55707,442.00345,436.4621,431.3252,426.68463,422.55197,419.0,448.54556,473.41315,487.47693
35,Demand Amoxicillin Fürth,2022-03-14,2022-02-14,416.0,419.0,419.0,435.0,453.66666,448.5,466.6,469.16666,463.2857,468.5,459.8889,459.3,457.0,454.25,450.53845,451.7857,448.46667,443.6875,433.2029,451.7369,451.96783,447.55707,442.00345,436.4621,431.3252,426.68463,422.55197,419.0,448.54556,471.39352,437.29453
36,Demand Amoxicillin Fürth,2022-03-21,2022-03-14,435.0,416.0,416.0,451.5,447.66666,450.75,444.4,445.5,452.0,449.625,459.55554,461.8,458.72726,462.58334,457.07693,456.85715,455.33334,453.375,438.82843,449.57544,447.60147,444.3874,441.1252,437.55743,433.37775,428.4267,422.64624,416.0,445.1617,440.6009,373.82852
37,Demand Amoxicillin Fürth,2022-03-28,2022-03-14,426.0,416.0,416.0,451.5,447.66666,450.75,444.4,445.5,452.0,449.625,459.55554,461.8,458.72726,462.58334,457.07693,456.85715,455.33334,453.375,438.82843,449.57544,447.60147,444.3874,441.1252,437.55743,433.37775,428.4267,422.64624,416.0,445.1617,433.45038,456.1838
38,Demand Amoxicillin Fürth,2022-04-04,2022-03-14,348.0,416.0,416.0,451.5,447.66666,450.75,444.4,445.5,452.0,449.625,459.55554,461.8,458.72726,462.58334,457.07693,456.85715,455.33334,453.375,438.82843,449.57544,447.60147,444.3874,441.1252,437.55743,433.37775,428.4267,422.64624,416.0,445.1617,427.72937,368.95544
39,Demand Amoxicillin Fürth,2022-04-11,2022-03-14,479.0,416.0,416.0,451.5,447.66666,450.75,444.4,445.5,452.0,449.625,459.55554,461.8,458.72726,462.58334,457.07693,456.85715,455.33334,453.375,438.82843,449.57544,447.60147,444.3874,441.1252,437.55743,433.37775,428.4267,422.64624,416.0,445.1617,423.15207,384.71445
40,Demand Amoxicillin Fürth,2022-04-18,2022-04-11,361.0,479.0,479.0,413.5,417.66666,422.0,420.8,431.83334,433.0,436.375,434.44446,436.1,441.0909,440.41666,448.0,450.42856,448.93332,452.4375,433.3528,434.6981,431.63263,431.64062,434.5078,439.72147,446.94986,455.98148,466.68777,479.0,431.29547,407.76117,400.438
41,Demand Amoxicillin Fürth,2022-04-25,2022-04-11,435.0,479.0,479.0,413.5,417.66666,422.0,420.8,431.83334,433.0,436.375,434.44446,436.1,441.0909,440.41666,448.0,450.42856,448.93332,452.4375,433.3528,434.6981,431.63263,431.64062,434.5078,439.72147,446.94986,455.98148,466.68777,479.0,431.29547,405.07962,362.5414
42,Demand Amoxicillin Fürth,2022-05-02,2022-04-11,368.0,479.0,479.0,413.5,417.66666,422.0,420.8,431.83334,433.0,436.375,434.44446,436.1,441.0909,440.41666,448.0,450.42856,448.93332,452.4375,433.3528,434.6981,431.63263,431.64062,434.5078,439.72147,446.94986,455.98148,466.68777,479.0,431.29547,402.93436,397.41095
43,Demand Amoxicillin Fürth,2022-05-09,2022-04-11,357.0,479.0,479.0,413.5,417.66666,422.0,420.8,431.83334,433.0,436.375,434.44446,436.1,441.0909,440.41666,448.0,450.42856,448.93332,452.4375,433.3528,434.6981,431.63263,431.64062,434.5078,439.72147,446.94986,455.98148,466.68777,479.0,431.29547,401.2181,388.79495
44,Demand Amoxicillin Fürth,2022-05-16,2022-05-09,350.0,357.0,357.0,362.5,386.66666,380.25,400.0,391.33334,396.2857,401.125,402.77777,411.2,413.81818,417.66666,417.76923,420.14285,424.86667,425.375,414.69467,400.97873,389.1069,380.89102,374.59424,369.39926,365.0282,361.43997,358.70657,357.0,383.20496,380.0837,354.29248
45,Demand Amoxicillin Fürth,2022-05-23,2022-05-09,372.0,357.0,357.0,362.5,386.66666,380.25,400.0,391.33334,396.2857,401.125,402.77777,411.2,413.81818,417.66666,417.76923,420.14285,424.86667,425.375,414.69467,400.97873,389.1069,380.89102,374.59424,369.39926,365.0282,361.43997,358.70657,357.0,383.20496,371.5489,429.24725
46,Demand Amoxicillin Fürth,2022-05-30,2022-05-09,367.0,357.0,357.0,362.5,386.66666,380.25,400.0,391.33334,396.2857,401.125,402.77777,411.2,413.81818,417.66666,417.76923,420.14285,424.86667,425.375,414.69467,400.97873,389.1069,380.89102,374.59424,369.39926,365.0282,361.43997,358.70657,357.0,383.20496,364.721,367.72684
47,Demand Amoxicillin Fürth,2022-06-06,2022-05-09,315.0,357.0,357.0,362.5,386.66666,380.25,400.0,391.33334,396.2857,401.125,402.77777,411.2,413.81818,417.66666,417.76923,420.14285,424.86667,425.375,414.69467,400.97873,389.1069,380.89102,374.59424,369.39926,365.0282,361.43997,358.70657,357.0,383.20496,359.25873,354.00488
48,Demand Amoxicillin Fürth,2022-06-13,2022-06-06,366.0,315.0,315.0,341.0,351.33334,351.0,352.2,354.83334,366.2857,365.625,378.22223,375.2,379.81818,384.41666,386.84616,394.0,397.06668,401.0,392.25818,369.4169,355.69357,347.2515,341.03714,335.68863,330.57773,325.4423,320.22888,315.0,348.98746,342.7504,353.24902
49,Demand Amoxicillin Fürth,2022-06-20,2022-06-06,317.0,315.0,315.0,341.0,351.33334,351.0,352.2,354.83334,366.2857,365.625,378.22223,375.2,379.81818,384.41666,386.84616,394.0,397.06668,401.0,392.25818,369.4169,355.69357,347.2515,341.03714,335.68863,330.57773,325.4423,320.22888,315.0,348.98746,332.95508,365.1118
50,Demand Amoxicillin Fürth,2022-06-27,2022-06-06,304.0,315.0,315.0,341.0,351.33334,351.0,352.2,354.83334,366.2857,365.625,378.22223,375.2,379.81818,384.41666,386.84616,394.0,397.06668,401.0,392.25818,369.4169,355.69357,347.2515,341.03714,335.68863,330.57773,325.4423,320.22888,315.0,348.98746,325.11823,364.5858
51,Demand Amoxicillin Fürth,2022-07-04,2022-06-06,317.0,315.0,315.0,341.0,351.33334,351.0,352.2,354.83334,366.2857,365.625,378.22223,375.2,379.81818,384.41666,386.84616,394.0,397.06668,401.0,392.25818,369.4169,355.69357,347.2515,341.03714,335.68863,330.57773,325.4423,320.22888,315.0,348.98746,318.84827,331.1644
52,Demand Amoxicillin Fürth,2022-07-11,2022-07-04,294.0,317.0,317.0,310.5,312.66666,326.0,323.8,331.0,336.85715,338.5,340.55554,343.3,351.63635,352.41666,362.15384,361.14285,365.46667,369.8125,368.779,341.40756,328.60242,322.03418,318.31482,316.24002,315.3061,315.2471,315.87442,317.0,323.0328,311.6115,346.29425
53,Demand Amoxicillin Fürth,2022-07-18,2022-07-04,330.0,317.0,317.0,310.5,312.66666,326.0,323.8,331.0,336.85715,338.5,340.55554,343.3,351.63635,352.41666,362.15384,361.14285,365.46667,369.8125,368.779,341.40756,328.60242,322.03418,318.31482,316.24002,315.3061,315.2471,315.87442,317.0,323.0328,304.83463,347.97824
54,Demand Amoxicillin Fürth,2022-07-25,2022-07-04,324.0,317.0,317.0,310.5,312.66666,326.0,323.8,331.0,336.85715,338.5,340.55554,343.3,351.63635,352.41666,362.15384,361.14285,365.46667,369.8125,368.779,341.40756,328.60242,322.03418,318.31482,316.24002,315.3061,315.2471,315.87442,317.0,323.0328,298.73862,351.39444
55,Demand Amoxicillin Fürth,2022-08-01,2022-07-04,290.0,317.0,317.0,310.5,312.66666,326.0,323.8,331.0,336.85715,338.5,340.55554,343.3,351.63635,352.41666,362.15384,361.14285,365.46667,369.8125,368.779,341.40756,328.60242,322.03418,318.31482,316.24002,315.3061,315.2471,315.87442,317.0,323.0328,293.255,359.1601
56,Demand Amoxicillin Fürth,2022-08-08,2022-08-01,379.0,290.0,290.0,307.0,314.66666,309.5,311.0,309.83334,310.85715,317.75,317.44446,322.4,326.9091,328.83334,331.0,333.64285,340.4,341.6875,348.2785,322.02612,312.70004,308.41724,305.51968,302.82535,299.94058,296.78598,293.42618,290.0,309.0513,297.05545,397.82584
57,Demand Amoxicillin Fürth,2022-08-15,2022-08-01,336.0,290.0,290.0,307.0,314.66666,309.5,311.0,309.83334,310.85715,317.75,317.44446,322.4,326.9091,328.83334,331.0,333.64285,340.4,341.6875,348.2785,322.02612,312.70004,308.41724,305.51968,302.82535,299.94058,296.78598,293.42618,290.0,309.0513,294.32214,372.97034
58,Demand Amoxicillin Fürth,2022-08-22,2022-08-01,338.0,290.0,290.0,307.0,314.66666,309.5,311.0,309.83334,310.85715,317.75,317.44446,322.4,326.9091,328.83334,331.0,333.64285,340.4,341.6875,348.2785,322.02612,312.70004,308.41724,305.51968,302.82535,299.94058,296.78598,293.42618,290.0,309.0513,291.8716,375.24588
59,Demand Amoxicillin Fürth,2022-08-29,2022-08-01,334.0,290.0,290.0,307.0,314.66666,309.5,311.0,309.83334,310.85715,317.75,317.44446,322.4,326.9091,328.83334,331.0,333.64285,340.4,341.6875,348.2785,322.02612,312.70004,308.41724,305.51968,302.82535,299.94058,296.78598,293.42618,290.0,309.0513,289.67456,379.6776
60,Demand Amoxicillin Fürth,2022-09-05,2022-08-29,375.0,334.0,334.0,336.0,336.0,346.75,335.4,333.5,333.0,328.125,326.8889,324.6,323.9091,327.41666,326.46155,329.35715,332.2,333.3125,347.17062,334.5995,334.6504,335.82047,336.28247,336.08194,335.54062,334.93246,334.41443,334.0,335.60477,345.4127,360.74365
61,Demand Amoxicillin Fürth,2022-09-12,2022-08-29,368.0,334.0,334.0,336.0,336.0,346.75,335.4,333.5,333.0,328.125,326.8889,324.6,323.9091,327.41666,326.46155,329.35715,332.2,333.3125,347.17062,334.5995,334.6504,335.82047,336.28247,336.08194,335.54062,334.93246,334.41443,334.0,335.60477,352.92316,418.89908
62,Demand Amoxicillin Fürth,2022-09-19,2022-08-29,408.0,334.0,334.0,336.0,336.0,346.75,335.4,333.5,333.0,328.125,326.8889,324.6,323.9091,327.41666,326.46155,329.35715,332.2,333.3125,347.17062,334.5995,334.6504,335.82047,336.28247,336.08194,335.54062,334.93246,334.41443,334.0,335.60477,358.9318,354.69675
63,Demand Amoxicillin Fürth,2022-09-26,2022-08-29,335.0,334.0,334.0,336.0,336.0,346.75,335.4,333.5,333.0,328.125,326.8889,324.6,323.9091,327.41666,326.46155,329.35715,332.2,333.3125,347.17062,334.5995,334.6504,335.82047,336.28247,336.08194,335.54062,334.93246,334.41443,334.0,335.60477,363.7389,400.07938
64,Demand Amoxicillin Fürth,2022-10-03,2022-09-26,401.0,335.0,335.0,371.5,370.33334,371.5,364.0,359.66666,356.2857,359.125,351.44446,348.7,347.0,342.58334,340.6154,338.0,336.6,338.4375,355.14413,354.83597,359.21307,360.83432,359.95514,357.2517,353.16937,347.99188,341.90295,335.0,360.7186,386.1779,414.6181
65,Demand Amoxicillin Fürth,2022-10-10,2022-09-26,377.0,335.0,335.0,371.5,370.33334,371.5,364.0,359.66666,356.2857,359.125,351.44446,348.7,347.0,342.58334,340.6154,338.0,336.6,338.4375,355.14413,354.83597,359.21307,360.83432,359.95514,357.2517,353.16937,347.99188,341.90295,335.0,360.7186,388.88824,460.58438
66,Demand Amoxicillin Fürth,2022-10-17,2022-09-26,452.0,335.0,335.0,371.5,370.33334,371.5,364.0,359.66666,356.2857,359.125,351.44446,348.7,347.0,342.58334,340.6154,338.0,336.6,338.4375,355.14413,354.83597,359.21307,360.83432,359.95514,357.2517,353.16937,347.99188,341.90295,335.0,360.7186,391.05774,418.88068
67,Demand Amoxicillin Fürth,2022-10-24,2022-09-26,370.0,335.0,335.0,371.5,370.33334,371.5,364.0,359.66666,356.2857,359.125,351.44446,348.7,347.0,342.58334,340.6154,338.0,336.6,338.4375,355.14413,354.83597,359.21307,360.83432,359.95514,357.2517,353.16937,347.99188,341.90295,335.0,360.7186,392.79434,447.87766
68,Demand Amoxicillin Fürth,2022-10-31,2022-10-24,396.0,370.0,370.0,411.0,399.66666,400.0,387.0,390.5,387.2857,385.75,380.0,375.8,372.18182,372.75,366.3846,363.35715,361.13333,356.9375,370.45996,380.97922,388.84897,392.17853,392.6847,391.21603,388.11057,383.5072,377.46808,370.0,391.70822,407.18997,465.3122
69,Demand Amoxicillin Fürth,2022-11-07,2022-10-24,473.0,370.0,370.0,411.0,399.66666,400.0,387.0,390.5,387.2857,385.75,380.0,375.8,372.18182,372.75,366.3846,363.35715,361.13333,356.9375,370.45996,380.97922,388.84897,392.17853,392.6847,391.21603,388.11057,383.5072,377.46808,370.0,391.70822,410.1556,407.16782
70,Demand Amoxicillin Fürth,2022-11-14,2022-10-24,390.0,370.0,370.0,411.0,399.66666,400.0,387.0,390.5,387.2857,385.75,380.0,375.8,372.18182,372.75,366.3846,363.35715,361.13333,356.9375,370.45996,380.97922,388.84897,392.17853,392.6847,391.21603,388.11057,383.5072,377.46808,370.0,391.70822,412.52814,442.19608
71,Demand Amoxicillin Fürth,2022-11-21,2022-10-24,506.0,370.0,370.0,411.0,399.66666,400.0,387.0,390.5,387.2857,385.75,380.0,375.8,372.18182,372.75,366.3846,363.35715,361.13333,356.9375,370.45996,380.97922,388.84897,392.17853,392.6847,391.21603,388.11057,383.5072,377.46808,370.0,391.70822,414.4262,492.51147
72,Demand Amoxicillin Fürth,2022-11-28,2022-11-21,461.0,506.0,506.0,448.0,456.33334,441.25,427.0,431.16666,423.42856,420.625,411.1111,410.8,406.9091,404.25,398.84616,394.5,390.6,389.875,395.9402,420.74347,437.342,449.15274,458.9178,467.82953,476.5271,485.484,495.15115,506.0,446.79465,441.60965,477.4323
73,Demand Amoxicillin Fürth,2022-12-05,2022-11-21,424.0,506.0,506.0,448.0,456.33334,441.25,427.0,431.16666,423.42856,420.625,411.1111,410.8,406.9091,404.25,398.84616,394.5,390.6,389.875,395.9402,420.74347,437.342,449.15274,458.9178,467.82953,476.5271,485.484,495.15115,506.0,446.79465,456.78763,498.5571
74,Demand Amoxicillin Fürth,2022-12-12,2022-11-21,427.0,506.0,506.0,448.0,456.33334,441.25,427.0,431.16666,423.42856,420.625,411.1111,410.8,406.9091,404.25,398.84616,394.5,390.6,389.875,395.9402,420.74347,437.342,449.15274,458.9178,467.82953,476.5271,485.484,495.15115,506.0,446.79465,468.93,429.34515
75,Demand Amoxicillin Fürth,2022-12-19,2022-11-21,508.0,506.0,506.0,448.0,456.33334,441.25,427.0,431.16666,423.42856,420.625,411.1111,410.8,406.9091,404.25,398.84616,394.5,390.6,389.875,395.9402,420.74347,437.342,449.15274,458.9178,467.82953,476.5271,485.484,495.15115,506.0,446.79465,478.64392,527.6187
76,Demand Amoxicillin Fürth,2022-12-26,2022-12-19,480.0,508.0,508.0,467.5,453.0,455.0,465.2,452.66666,455.57144,448.125,439.44446,440.7,434.9091,432.08334,424.6154,423.42856,419.73334,416.9375,416.95728,443.73492,456.84073,464.77658,471.24487,477.66284,484.55478,492.01517,499.9104,508.0,463.13235,470.75073,503.50284
77,Demand Amoxicillin Fürth,2023-01-02,2022-12-19,511.0,508.0,508.0,467.5,453.0,455.0,465.2,452.66666,455.57144,448.125,439.44446,440.7,434.9091,432.08334,424.6154,423.42856,419.73334,416.9375,416.95728,443.73492,456.84073,464.77658,471.24487,477.66284,484.55478,492.01517,499.9104,508.0,463.13235,477.94818,479.2989
